track_id,time_step,x,y,type,determinant,trace
64,1,37.74767076745772,242.24888381879018,1,0.009055574478282381,0.0032244566828012466
64,2,37.67671962322751,242.37795237826435,1,0.00912428170902711,0.002601316198706627
64,3,37.607166315218365,242.5034686792424,1,0.009183824132376292,0.0020312145352363586
65,1,99.07001756314195,262.62564226558396,2,0.011146270660486741,-0.004314267076551914
65,2,99.05528045365514,262.774853030514,2,0.011088446727514025,-0.004097172059118748
65,3,99.038657315961,262.9282059893482,2,0.010974955179105936,-0.0038292058743536472
66,1,124.03976740595816,279.4736830411789,0,-0.00013932318129159684,-0.0005595340626314282
66,2,124.0186815780746,279.4863103848903,0,-0.00013910535234924474,-0.0005798257188871503
66,3,123.98941989510388,279.4891818040035,0,-0.0001301237745337102,0.0004064588574692607
67,1,136.62489758011557,295.63578645109357,1,0.004605674702393273,0.00011758320033550262
68,1,18.399721718237785,320.04566699516,0,-1.6137182206476661e-07,0.00036186030411045067
69,1,85.09033947747633,331.2314462428638,2,0.005108278220721169,-0.00021278439089655876
69,2,85.18192616161092,331.3811276399627,2,0.005120630198169258,-0.0003107292577624321
69,3,85.27352602927735,331.5299910283408,2,0.005127334039646809,-0.0004127081483602524
70,2,60.617582909942584,168.33273940828843,1,0.010344869355847391,0.008796477690339088
71,2,87.62232456991241,209.67078474577923,2,0.008801894088025326,-0.010236190631985664
72,2,43.42075166081869,213.3198683680552,2,0.001521039936814858,-0.0038495021872222424
73,2,136.6937957826677,295.4188741588976,2,0.00455265071400962,-9.990669786930084e-05
74,2,18.848232709682122,321.68315663186996,0,-1.6491166975625852e-07,0.0003217751218471676
75,3,60.611186488955674,168.68764445399097,2,0.008084113987636112,-0.010285194963216782
76,3,85.97976033335274,177.653619647992,1,0.011215942287180248,0.00811079191043973
77,3,36.41383803165921,190.04540038605873,2,2.5463697988147427e-05,-0.001900960342027247
78,3,87.59026582281213,210.19989708023695,1,0.006692175186502032,0.010824596509337425
79,3,92.82839306257117,211.16672761361275,0,-0.0003557189040947532,0.002480348222889006
80,3,43.708060091140744,213.27675557506612,2,0.0015935824714194446,-0.005377987399697304
81,3,136.76153679432366,295.19427268642005,2,0.004538289082766915,-0.0001141163520514965
82,3,19.145434544548355,322.88210483683037,0,-2.589956174499385e-07,0.0005293508111208212
