time,x,y,persistence,emd_match_next
2,28.0,70.0,12.0,1116
2,152.0,68.0,4.0,491
2,120.0,69.0,2.0,1118
2,154.0,68.0,1.0,2187
2,71.0,67.0,48.0,1988
2,139.0,66.0,14.0,2327
2,149.0,70.0,3.0,1119
2,238.0,70.0,1.0,506
2,243.0,69.0,1.0,507
2,213.0,73.0,2.0,1989
2,39.0,72.0,9.0,1130
2,135.0,71.0,2.0,60
2,178.0,71.0,1.0,504
2,242.0,71.0,2.0,525
2,13.0,73.0,4.0,2383
2,122.0,78.0,9.0,1134
2,195.0,73.0,4.0,514
2,243.0,73.0,1.0,1882
2,42.0,75.0,1.0,1499
2,60.0,73.0,4.0,1107
2,59.0,77.0,1.0,529
2,87.0,75.0,1.0,1131
2,191.0,75.0,40.0,539
2,240.0,73.0,2.0,519
2,58.0,74.0,1.0,1127
2,129.0,76.0,2.0,536
2,148.0,75.0,1.0,1169
2,205.0,77.0,16.0,1881
2,55.0,77.0,3.0,533
2,58.0,76.0,1.0,534
2,79.0,70.0,9.0,521
2,81.0,77.0,1.0,1156
2,143.0,77.0,1.0,1157
2,196.0,75.0,7.0,1503
2,213.0,76.0,3.0,1992
2,116.0,80.0,6.0,535
2,141.0,77.0,5.0,544
2,195.0,79.0,3.0,1505
2,230.0,76.0,1.0,1883
2,248.0,81.0,17.0,540
2,96.0,78.0,43.0,541
2,225.0,78.0,1.0,1152
2,228.0,78.0,2.0,1884
2,230.0,82.0,3.0,1991
2,76.0,81.0,4.0,1509
2,113.0,79.0,4.0,532
2,150.0,81.0,1.0,1166
2,187.0,80.0,1.0,1151
2,64.0,82.0,7.0,1993
2,86.0,82.0,2.0,1172
2,178.0,82.0,1.0,554
2,201.0,84.0,1.0,1168
2,154.0,83.0,1.0,70
2,203.0,82.0,1.0,1162
2,193.0,82.0,6.0,1167
2,239.0,84.0,41.0,1885
2,244.0,84.0,5.0,1179
2,79.0,85.0,7.0,563
2,187.0,86.0,1.0,1886
2,248.0,87.0,1.0,1170
2,19.0,91.0,1.0,1200
2,27.0,86.0,2.0,574
2,151.0,86.0,1.0,1185
2,53.0,86.0,2.0,69
2,77.0,87.0,4.0,587
2,25.0,88.0,1.0,592
2,27.0,89.0,1.0,1728
2,75.0,93.0,18.0,1732
2,86.0,88.0,9.0,1516
2,152.0,89.0,2.0,1191
2,18.0,90.0,1.0,1195
2,20.0,89.0,1.0,1188
2,53.0,89.0,4.0,585
2,80.0,89.0,1.0,579
2,108.0,90.0,3.0,74
2,114.0,91.0,2.0,1518
2,155.0,87.0,2.0,2195
2,3.0,90.0,8.0,573
2,120.0,93.0,2.0,1519
2,183.0,91.0,2.0,598
2,60.0,93.0,1.0,604
2,70.0,91.0,2.0,1730
2,149.0,91.0,1.0,1190
2,221.0,91.0,1.0,583
2,239.0,95.0,6.0,1522
2,134.0,95.0,1.0,1207
2,163.0,96.0,5.0,1521
2,244.0,92.0,1.0,591
2,253.0,92.0,2.0,1725
2,19.0,94.0,2.0,2103
2,80.0,93.0,4.0,1527
2,137.0,93.0,1.0,600
2,138.0,95.0,1.0,1208
2,160.0,94.0,4.0,1530
2,242.0,95.0,3.0,1529
2,1.0,95.0,1.0,1891
2,83.0,94.0,10.0,1201
2,100.0,97.0,1.0,1213
2,142.0,96.0,1.0,1216
2,158.0,95.0,2.0,1733
2,212.0,95.0,1.0,602
2,252.0,100.0,48.0,1229
2,157.0,98.0,1.0,1217
2,160.0,96.0,1.0,1534
2,232.0,98.0,2.0,1525
2,243.0,99.0,5.0,625
2,10.0,99.0,48.0,616
2,148.0,98.0,2.0,1528
2,161.0,100.0,1.0,1533
2,178.0,99.0,1.0,2107
2,179.0,100.0,1.0,2108
2,246.0,98.0,1.0,1740
2,201.0,99.0,2.0,80
2,2.0,100.0,1.0,2106
2,243.0,103.0,1.0,1538
2,3.0,102.0,5.0,1734
2,132.0,102.0,1.0,1214
2,135.0,102.0,1.0,617
2,244.0,111.0,11.0,641
2,60.0,103.0,1.0,2197
2,4.0,104.0,2.0,1237
2,56.0,104.0,1.0,652
2,68.0,103.0,1.0,1745
2,79.0,105.0,1.0,1231
2,253.0,104.0,10.0,1543
2,250.0,105.0,1.0,1233
2,106.0,105.0,2.0,94
2,211.0,105.0,2.0,1742
2,244.0,105.0,1.0,1235
2,11.0,106.0,1.0,1905
2,118.0,107.0,4.0,1542
2,232.0,105.0,2.0,631
2,10.0,109.0,2.0,656
2,12.0,107.0,1.0,88
2,116.0,109.0,3.0,657
2,151.0,109.0,1.0,645
2,135.0,109.0,2.0,637
2,245.0,108.0,4.0,1551
2,2.0,109.0,3.0,1553
2,87.0,109.0,2.0,1749
2,4.0,111.0,6.0,1751
2,204.0,111.0,2.0,659
2,209.0,109.0,11.0,1241
2,15.0,112.0,1.0,1752
2,17.0,112.0,1.0,2724
2,9.0,114.0,5.0,1558
2,200.0,115.0,1.0,1246
2,188.0,115.0,3.0,1552
2,193.0,121.0,5.0,1561
2,127.0,121.0,11.0,1251
2,184.0,121.0,2.0,710
2,99.0,121.0,1.0,689
2,107.0,122.0,2.0,685
2,154.0,122.0,1.0,703
2,89.0,123.0,1.0,1261
2,149.0,123.0,1.0,115
2,118.0,122.0,1.0,1250
2,171.0,123.0,2.0,1761
2,220.0,122.0,1.0,695
2,229.0,127.0,12.0,2118
2,218.0,123.0,2.0,1248
2,234.0,123.0,2.0,1258
2,92.0,125.0,2.0,113
2,116.0,125.0,4.0,127
2,227.0,124.0,1.0,1765
2,228.0,125.0,1.0,1567
2,112.0,127.0,1.0,712
2,1.0,127.0,1.0,2123
2,7.0,129.0,4.0,2445
2,79.0,126.0,2.0,1266
2,37.0,121.0,48.0,707
2,74.0,131.0,6.0,726
2,163.0,132.0,4.0,730
2,190.0,129.0,1.0,717
2,162.0,130.0,2.0,1270
2,97.0,132.0,1.0,729
2,147.0,131.0,1.0,1281
2,172.0,137.0,17.0,1768
2,242.0,132.0,2.0,1274
2,139.0,133.0,1.0,751
2,224.0,133.0,1.0,2392
2,26.0,134.0,4.0,1576
2,55.0,134.0,1.0,1289
2,146.0,135.0,1.0,2018
2,148.0,133.0,2.0,1282
2,242.0,134.0,2.0,721
2,34.0,136.0,1.0,750
2,243.0,135.0,1.0,1276
2,26.0,136.0,2.0,2120
2,183.0,136.0,1.0,735
2,190.0,138.0,1.0,754
2,60.0,137.0,1.0,1288
2,169.0,137.0,1.0,1919
2,240.0,138.0,1.0,1280
2,232.0,176.0,41.0,155
2,169.0,140.0,1.0,748
2,126.0,143.0,1.0,1786
2,174.0,143.0,1.0,743
2,83.0,144.0,1.0,1778
2,251.0,146.0,21.0,1299
2,246.0,144.0,19.0,2337
2,84.0,145.0,6.0,1305
2,122.0,146.0,1.0,1304
2,156.0,147.0,1.0,2212
2,190.0,146.0,1.0,1583
2,234.0,147.0,17.0,1303
2,3.0,145.0,5.0,2124
2,123.0,147.0,2.0,1587
2,124.0,148.0,3.0,1590
2,233.0,150.0,6.0,775
2,30.0,148.0,2.0,1783
2,242.0,147.0,22.0,1923
2,85.0,148.0,9.0,1784
2,135.0,151.0,1.0,2028
2,235.0,151.0,1.0,777
2,30.0,151.0,7.0,1925
2,125.0,151.0,1.0,1597
2,195.0,156.0,17.0,781
2,123.0,155.0,1.0,1600
2,25.0,154.0,1.0,1928
2,130.0,156.0,13.0,1929
2,191.0,154.0,14.0,781
2,239.0,154.0,1.0,777
2,88.0,157.0,2.0,1314
2,151.0,155.0,2.0,1603
2,183.0,155.0,1.0,1789
2,234.0,155.0,3.0,1790
2,18.0,157.0,2.0,2025
2,237.0,157.0,1.0,2341
2,174.0,163.0,21.0,2026
2,232.0,161.0,6.0,2752
2,153.0,165.0,3.0,2284
2,182.0,164.0,1.0,2578
2,121.0,163.0,1.0,1605
2,177.0,164.0,1.0,1610
2,190.0,163.0,18.0,1795
2,186.0,166.0,1.0,2448
2,187.0,167.0,1.0,1608
2,23.0,170.0,3.0,808
2,189.0,167.0,1.0,1798
2,209.0,168.0,15.0,1324
2,229.0,168.0,1.0,2133
2,231.0,168.0,2.0,2628
2,254.0,170.0,1.0,1612
2,29.0,171.0,2.0,812
2,48.0,171.0,2.0,810
2,136.0,173.0,1.0,813
2,33.0,177.0,3.0,1330
2,134.0,174.0,1.0,816
2,22.0,175.0,1.0,1332
2,101.0,174.0,4.0,815
2,117.0,177.0,2.0,1331
2,103.0,176.0,9.0,2794
2,179.0,177.0,43.0,1935
2,205.0,179.0,1.0,830
2,24.0,178.0,4.0,1333
2,169.0,183.0,38.0,2401
2,192.0,182.0,1.0,1804
2,16.0,180.0,24.0,1806
2,177.0,182.0,1.0,2543
2,1.0,182.0,1.0,841
2,91.0,182.0,1.0,836
2,57.0,186.0,1.0,843
2,86.0,183.0,4.0,835
2,89.0,183.0,1.0,2222
2,11.0,184.0,1.0,834
2,65.0,185.0,1.0,848
2,83.0,184.0,1.0,1349
2,96.0,184.0,1.0,2402
2,243.0,183.0,27.0,2499
2,76.0,185.0,2.0,1810
2,152.0,186.0,48.0,1627
2,199.0,185.0,2.0,830
2,251.0,185.0,13.0,1352
2,202.0,187.0,1.0,829
2,53.0,188.0,2.0,2037
2,55.0,189.0,2.0,1942
2,58.0,188.0,1.0,1360
2,154.0,190.0,1.0,854
2,157.0,189.0,2.0,1356
2,90.0,197.0,10.0,162
2,105.0,191.0,2.0,1367
2,159.0,189.0,1.0,1812
2,164.0,192.0,1.0,2452
2,5.0,190.0,1.0,1365
2,247.0,191.0,12.0,1370
2,94.0,191.0,4.0,2501
2,144.0,194.0,6.0,1376
2,158.0,191.0,1.0,857
2,162.0,191.0,1.0,853
2,204.0,190.0,13.0,846
2,46.0,193.0,1.0,1371
2,49.0,192.0,2.0,2040
2,102.0,194.0,3.0,1375
2,104.0,193.0,1.0,164
2,142.0,192.0,1.0,863
2,147.0,193.0,2.0,2224
2,21.0,195.0,1.0,895
2,50.0,193.0,1.0,2144
2,203.0,193.0,1.0,1634
2,48.0,194.0,5.0,1822
2,18.0,196.0,1.0,1819
2,146.0,197.0,6.0,1824
2,190.0,194.0,7.0,1818
2,210.0,196.0,15.0,2455
2,54.0,199.0,2.0,2804
2,208.0,198.0,1.0,1640
2,68.0,200.0,2.0,885
2,184.0,220.0,48.0,906
2,13.0,204.0,1.0,879
2,53.0,205.0,1.0,2458
2,108.0,204.0,3.0,2235
2,9.0,207.0,2.0,169
2,114.0,210.0,11.0,1385
2,224.0,195.0,28.0,883
2,37.0,209.0,1.0,886
2,169.0,207.0,48.0,2631
2,183.0,209.0,1.0,2153
2,56.0,211.0,3.0,882
2,77.0,212.0,1.0,1959
2,177.0,214.0,20.0,2509
2,38.0,214.0,1.0,1650
2,39.0,212.0,1.0,170
2,44.0,215.0,1.0,1408
2,34.0,214.0,1.0,888
2,76.0,214.0,1.0,1833
2,92.0,214.0,1.0,1397
2,71.0,216.0,10.0,892
2,122.0,216.0,6.0,1404
2,75.0,216.0,1.0,1654
2,96.0,219.0,36.0,2696
2,65.0,217.0,1.0,891
2,71.0,219.0,1.0,1660
2,134.0,221.0,3.0,1644
2,146.0,217.0,48.0,2695
2,136.0,219.0,2.0,2661
2,161.0,219.0,13.0,1831
2,124.0,221.0,31.0,1404
2,152.0,220.0,11.0,1405
2,166.0,221.0,6.0,1648
2,27.0,224.0,23.0,908
2,37.0,225.0,5.0,1414
2,74.0,231.0,28.0,1842
2,94.0,230.0,6.0,1417
2,44.0,233.0,1.0,1961
2,112.0,225.0,48.0,2247
2,164.0,228.0,48.0,1661
2,181.0,235.0,1.0,2704
2,96.0,240.0,4.0,188
2,90.0,242.0,2.0,928
2,163.0,241.0,1.0,2064
2,92.0,243.0,1.0,924
2,93.0,241.0,1.0,923
2,84.0,243.0,1.0,1845
2,128.0,245.0,3.0,932
2,8.0,246.0,1.0,2316
2,158.0,250.0,2.0,2069
2,131.0,248.0,1.0,1424
2,13.0,248.0,48.0,2377
2,122.0,249.0,1.0,2072
2,141.0,246.0,48.0,1677
2,20.0,252.0,1.0,936
2,159.0,252.0,1.0,2648
2,163.0,251.0,1.0,2530
2,180.0,253.0,2.0,1678
2,198.0,252.0,6.0,1849
2,47.0,254.0,1.0,941
2,154.0,2.0,4.0,1432
2,5.0,5.0,1.0,1437
2,15.0,2.0,1.0,942
2,63.0,5.0,11.0,193
2,105.0,1.0,1.0,1
2,89.0,4.0,1.0,4
2,34.0,8.0,13.0,970
2,33.0,6.0,1.0,959
2,83.0,9.0,3.0,242
2,59.0,11.0,2.0,1853
2,10.0,14.0,1.0,27
2,64.0,14.0,1.0,978
2,95.0,14.0,1.0,263
2,242.0,15.0,9.0,256
2,175.0,15.0,4.0,269
2,126.0,16.0,2.0,983
2,36.0,18.0,2.0,278
2,28.0,18.0,1.0,265
2,166.0,20.0,1.0,284
2,237.0,20.0,7.0,1684
2,84.0,22.0,2.0,337
2,22.0,25.0,2.0,991
2,236.0,22.0,13.0,2075
2,20.0,26.0,1.0,1689
2,17.0,27.0,2.0,1004
2,38.0,28.0,5.0,1859
2,220.0,34.0,5.0,1458
2,243.0,32.0,7.0,344
2,129.0,31.0,6.0,328
2,193.0,31.0,3.0,1019
2,211.0,31.0,10.0,1695
2,74.0,32.0,4.0,1018
2,132.0,33.0,15.0,1865
2,137.0,32.0,11.0,267
2,182.0,33.0,5.0,1024
2,204.0,31.0,15.0,365
2,156.0,34.0,1.0,339
2,253.0,36.0,4.0,366
2,21.0,35.0,4.0,1465
2,69.0,38.0,15.0,1979
2,27.0,36.0,3.0,1464
2,52.0,41.0,7.0,1467
2,112.0,39.0,24.0,376
2,54.0,38.0,1.0,1981
2,141.0,40.0,3.0,1469
2,144.0,38.0,5.0,2081
2,236.0,38.0,10.0,1868
2,54.0,40.0,4.0,1037
2,135.0,40.0,2.0,371
2,93.0,40.0,2.0,395
2,212.0,40.0,2.0,394
2,88.0,42.0,1.0,1471
2,230.0,43.0,11.0,1062
2,190.0,44.0,1.0,2181
2,45.0,45.0,1.0,1063
2,75.0,46.0,1.0,391
2,86.0,47.0,1.0,409
2,251.0,46.0,3.0,405
2,139.0,47.0,1.0,1074
2,208.0,46.0,8.0,420
2,150.0,47.0,5.0,412
2,249.0,50.0,7.0,473
2,151.0,50.0,2.0,2623
2,186.0,51.0,2.0,431
2,247.0,51.0,1.0,1075
2,174.0,49.0,23.0,1704
2,125.0,54.0,12.0,438
2,70.0,53.0,5.0,453
2,210.0,53.0,3.0,450
2,117.0,55.0,1.0,1086
2,41.0,55.0,3.0,1084
2,132.0,57.0,7.0,1096
2,141.0,56.0,3.0,1091
2,145.0,58.0,6.0,1100
2,137.0,59.0,7.0,1705
2,172.0,59.0,7.0,467
2,91.0,61.0,1.0,1485
2,189.0,62.0,4.0,485
2,23.0,63.0,2.0,62
2,48.0,63.0,1.0,1877
2,103.0,64.0,11.0,2436
2,219.0,62.0,5.0,1110
2,156.0,68.0,3.0,1125
2,132.0,68.0,1.0,522
2,213.0,70.0,1.0,1126
2,37.0,70.0,1.0,1494
2,52.0,69.0,1.0,1117
2,62.0,70.0,1.0,2186
2,60.0,71.0,1.0,2097
2,95.0,72.0,5.0,502
2,191.0,72.0,2.0,513
2,45.0,72.0,6.0,1493
2,152.0,74.0,2.0,2189
2,46.0,75.0,9.0,2751
2,123.0,75.0,7.0,1143
2,175.0,77.0,1.0,2485
2,107.0,74.0,47.0,2100
2,203.0,76.0,5.0,1711
2,203.0,80.0,2.0,1714
2,24.0,80.0,3.0,65
2,74.0,80.0,2.0,1164
2,23.0,79.0,1.0,520
2,67.0,81.0,6.0,1148
2,82.0,80.0,5.0,1506
2,121.0,82.0,3.0,546
2,85.0,80.0,2.0,1131
2,89.0,84.0,3.0,570
2,134.0,84.0,5.0,550
2,232.0,85.0,10.0,557
2,128.0,89.0,5.0,1889
2,199.0,91.0,3.0,575
2,241.0,92.0,2.0,2102
2,74.0,92.0,5.0,1997
2,7.0,93.0,3.0,73
2,162.0,92.0,2.0,77
2,225.0,94.0,1.0,2386
2,223.0,95.0,1.0,1731
2,89.0,97.0,2.0,1212
2,103.0,96.0,1.0,1896
2,162.0,98.0,1.0,85
2,213.0,97.0,1.0,2105
2,6.0,99.0,23.0,1738
2,248.0,97.0,2.0,1211
2,54.0,98.0,12.0,615
2,205.0,100.0,16.0,601
2,109.0,102.0,8.0,1744
2,56.0,102.0,1.0,1225
2,62.0,102.0,3.0,1998
2,106.0,103.0,5.0,1902
2,92.0,103.0,3.0,84
2,222.0,103.0,1.0,622
2,238.0,100.0,5.0,625
2,83.0,105.0,2.0,1239
2,87.0,105.0,1.0,1541
2,36.0,97.0,47.0,2331
2,52.0,106.0,47.0,1907
2,4.0,109.0,2.0,1238
2,235.0,109.0,19.0,668
2,87.0,111.0,6.0,2199
2,6.0,113.0,11.0,1242
2,135.0,116.0,3.0,1559
2,173.0,116.0,2.0,2201
2,103.0,116.0,4.0,1247
2,104.0,117.0,1.0,102
2,13.0,117.0,1.0,2807
2,196.0,120.0,4.0,1255
2,132.0,122.0,6.0,2390
2,243.0,118.0,14.0,1555
2,230.0,124.0,2.0,1262
2,114.0,126.0,1.0,1257
2,178.0,127.0,2.0,112
2,81.0,129.0,1.0,1269
2,51.0,132.0,4.0,745
2,134.0,134.0,1.0,742
2,196.0,132.0,1.0,1767
2,236.0,136.0,16.0,2492
2,174.0,134.0,14.0,731
2,26.0,138.0,1.0,2393
2,206.0,135.0,16.0,2015
2,49.0,139.0,3.0,1769
2,50.0,140.0,3.0,2282
2,23.0,143.0,1.0,2606
2,29.0,141.0,47.0,1581
2,72.0,148.0,22.0,769
2,55.0,147.0,1.0,1302
2,69.0,144.0,7.0,1776
2,131.0,145.0,2.0,776
2,230.0,148.0,3.0,1780
2,210.0,150.0,2.0,779
2,3.0,152.0,42.0,2021
2,83.0,152.0,3.0,1596
2,212.0,153.0,3.0,1309
2,228.0,151.0,4.0,1591
2,235.0,156.0,1.0,1316
2,154.0,157.0,4.0,803
2,27.0,160.0,1.0,1323
2,127.0,161.0,1.0,148
2,139.0,163.0,9.0,799
2,239.0,163.0,26.0,2540
2,26.0,167.0,11.0,1326
2,53.0,170.0,7.0,2347
2,73.0,173.0,5.0,1362
2,71.0,172.0,2.0,844
2,73.0,171.0,3.0,1348
2,181.0,172.0,1.0,1325
2,35.0,175.0,2.0,1329
2,202.0,169.0,37.0,2541
2,138.0,175.0,32.0,793
2,172.0,177.0,1.0,2219
2,106.0,176.0,1.0,2137
2,202.0,178.0,1.0,1334
2,133.0,178.0,1.0,1338
2,138.0,180.0,28.0,1624
2,20.0,178.0,11.0,1623
2,21.0,182.0,1.0,2034
2,135.0,185.0,5.0,2770
2,164.0,182.0,1.0,1937
2,139.0,181.0,5.0,1938
2,111.0,185.0,12.0,847
2,223.0,184.0,4.0,2610
2,78.0,185.0,2.0,1355
2,10.0,187.0,2.0,2141
2,36.0,188.0,3.0,855
2,66.0,187.0,7.0,2038
2,84.0,186.0,3.0,2139
2,164.0,188.0,4.0,1339
2,236.0,191.0,24.0,2630
2,151.0,190.0,1.0,856
2,231.0,190.0,3.0,1816
2,52.0,192.0,1.0,2291
2,8.0,193.0,1.0,859
2,10.0,193.0,1.0,2145
2,138.0,195.0,1.0,1369
2,98.0,196.0,7.0,1639
2,228.0,203.0,24.0,1383
2,177.0,204.0,47.0,2691
2,46.0,208.0,2.0,1391
2,155.0,204.0,47.0,2811
2,159.0,215.0,47.0,1392
2,202.0,210.0,1.0,2050
2,43.0,210.0,3.0,1390
2,77.0,215.0,2.0,1652
2,122.0,213.0,1.0,2513
2,79.0,213.0,1.0,1840
2,31.0,216.0,1.0,173
2,90.0,215.0,2.0,1956
2,91.0,216.0,2.0,2244
2,171.0,217.0,1.0,1398
2,95.0,224.0,18.0,1411
2,211.0,220.0,1.0,2514
2,164.0,221.0,1.0,894
2,35.0,224.0,1.0,2057
2,81.0,228.0,5.0,1656
2,176.0,227.0,47.0,1655
2,81.0,231.0,2.0,1663
2,86.0,231.0,2.0,2060
2,67.0,232.0,3.0,1960
2,189.0,230.0,1.0,1662
2,111.0,233.0,2.0,920
2,125.0,233.0,2.0,2779
2,182.0,232.0,1.0,176
2,162.0,235.0,5.0,1964
2,130.0,236.0,47.0,1419
2,145.0,244.0,3.0,1844
2,162.0,246.0,2.0,2256
2,163.0,247.0,1.0,2161
2,27.0,249.0,47.0,1969
2,36.0,244.0,47.0,2745
2,45.0,252.0,1.0,1421
2,63.0,249.0,2.0,2427
2,119.0,251.0,43.0,2762
2,131.0,251.0,2.0,938
2,142.0,251.0,1.0,1846
2,109.0,249.0,47.0,2621
2,51.0,253.0,1.0,2429
2,173.0,254.0,2.0,2667
2,28.0,1.0,8.0,2
2,195.0,2.0,18.0,1850
2,2.0,6.0,1.0,958
2,63.0,7.0,4.0,1431
2,233.0,5.0,1.0,1436
2,231.0,6.0,3.0,1438
2,176.0,7.0,1.0,191
2,45.0,10.0,2.0,199
2,14.0,20.0,3.0,288
2,210.0,27.0,26.0,1451
2,164.0,25.0,14.0,1001
2,146.0,28.0,21.0,2077
2,220.0,36.0,1.0,2082
2,227.0,36.0,9.0,1697
2,20.0,37.0,1.0,2177
2,22.0,36.0,2.0,1696
2,62.0,37.0,17.0,45
2,165.0,38.0,2.0,1027
2,27.0,40.0,2.0,1039
2,157.0,39.0,4.0,340
2,166.0,39.0,5.0,1052
2,176.0,44.0,6.0,1041
2,224.0,44.0,1.0,457
2,222.0,52.0,7.0,2088
2,89.0,48.0,1.0,1070
2,57.0,49.0,1.0,429
2,152.0,54.0,8.0,456
2,148.0,55.0,1.0,1873
2,149.0,56.0,7.0,1482
2,190.0,53.0,18.0,468
2,209.0,60.0,3.0,472
2,89.0,60.0,46.0,1104
2,246.0,64.0,6.0,1987
2,109.0,66.0,5.0,484
2,220.0,70.0,6.0,2096
2,58.0,68.0,1.0,490
2,43.0,70.0,1.0,1495
2,155.0,75.0,17.0,2269
2,51.0,71.0,1.0,2650
2,77.0,74.0,2.0,1501
2,198.0,75.0,2.0,524
2,203.0,78.0,1.0,580
2,242.0,76.0,29.0,2192
2,45.0,78.0,2.0,2624
2,7.0,82.0,3.0,2101
2,173.0,82.0,7.0,1150
2,19.0,80.0,15.0,1717
2,62.0,83.0,2.0,569
2,242.0,83.0,9.0,1178
2,35.0,84.0,4.0,2684
2,192.0,87.0,7.0,1886
2,229.0,86.0,4.0,1887
2,157.0,88.0,2.0,2625
2,71.0,88.0,1.0,2486
2,161.0,90.0,3.0,2604
2,126.0,90.0,1.0,511
2,233.0,93.0,6.0,603
2,31.0,93.0,4.0,1729
2,22.0,93.0,4.0,2330
2,32.0,95.0,5.0,1548
2,90.0,94.0,1.0,1735
2,86.0,96.0,1.0,1218
2,53.0,97.0,1.0,608
2,251.0,96.0,1.0,1203
2,129.0,99.0,7.0,605
2,213.0,100.0,11.0,2329
2,66.0,104.0,3.0,1746
2,114.0,106.0,1.0,1546
2,89.0,106.0,8.0,2275
2,247.0,105.0,1.0,1236
2,177.0,107.0,1.0,2276
2,66.0,114.0,23.0,671
2,90.0,109.0,1.0,95
2,69.0,110.0,1.0,1748
2,6.0,111.0,1.0,669
2,70.0,111.0,1.0,103
2,110.0,113.0,2.0,96
2,68.0,112.0,6.0,683
2,63.0,115.0,7.0,100
2,25.0,113.0,46.0,1763
2,137.0,115.0,1.0,2670
2,154.0,94.0,46.0,2669
2,163.0,116.0,5.0,679
2,134.0,120.0,2.0,1252
2,135.0,121.0,3.0,2006
2,201.0,122.0,1.0,630
2,222.0,126.0,1.0,1566
2,237.0,124.0,1.0,2116
2,172.0,126.0,2.0,1568
2,235.0,126.0,1.0,697
2,167.0,127.0,12.0,2008
2,133.0,133.0,4.0,1271
2,198.0,133.0,13.0,2121
2,211.0,131.0,10.0,2538
2,239.0,131.0,34.0,1569
2,52.0,134.0,2.0,1575
2,149.0,135.0,3.0,740
2,52.0,137.0,2.0,1918
2,172.0,140.0,14.0,739
2,67.0,143.0,10.0,1585
2,65.0,139.0,1.0,1920
2,57.0,142.0,19.0,1582
2,195.0,142.0,2.0,2283
2,24.0,144.0,1.0,2445
2,71.0,146.0,10.0,1589
2,160.0,145.0,1.0,139
2,218.0,147.0,1.0,2339
2,127.0,148.0,3.0,791
2,84.0,150.0,1.0,1782
2,226.0,152.0,1.0,1599
2,127.0,154.0,1.0,1926
2,185.0,158.0,20.0,1310
2,26.0,159.0,1.0,787
2,51.0,158.0,1.0,1604
2,193.0,163.0,1.0,1931
2,25.0,166.0,3.0,1797
2,195.0,164.0,1.0,2029
2,113.0,167.0,1.0,2130
2,216.0,172.0,8.0,1616
2,119.0,172.0,1.0,818
2,203.0,175.0,3.0,820
2,199.0,177.0,3.0,1337
2,169.0,178.0,2.0,1342
2,185.0,173.0,30.0,2346
2,22.0,180.0,7.0,2451
2,213.0,181.0,2.0,837
2,141.0,182.0,17.0,1625
2,209.0,183.0,3.0,1808
2,93.0,188.0,46.0,861
2,100.0,187.0,46.0,2402
2,180.0,187.0,2.0,828
2,253.0,189.0,1.0,1813
2,2.0,192.0,8.0,1946
2,49.0,195.0,1.0,1379
2,50.0,196.0,1.0,2292
2,52.0,194.0,2.0,2404
2,4.0,196.0,16.0,1638
2,248.0,197.0,1.0,1635
2,111.0,201.0,1.0,2299
2,187.0,202.0,3.0,2360
2,119.0,205.0,46.0,2676
2,183.0,206.0,1.0,1642
2,111.0,207.0,4.0,1827
2,48.0,210.0,5.0,2049
2,50.0,210.0,2.0,2677
2,43.0,213.0,1.0,1407
2,197.0,214.0,4.0,2512
2,151.0,213.0,13.0,1834
2,48.0,216.0,1.0,2756
2,140.0,219.0,1.0,910
2,42.0,220.0,1.0,1653
2,43.0,221.0,5.0,1838
2,97.0,222.0,10.0,1837
2,109.0,226.0,1.0,2414
2,36.0,228.0,31.0,917
2,199.0,226.0,1.0,905
2,172.0,231.0,2.0,2810
2,132.0,227.0,46.0,2714
2,185.0,242.0,46.0,2374
2,47.0,230.0,46.0,182
2,95.0,237.0,3.0,1963
2,155.0,242.0,46.0,2706
2,141.0,233.0,46.0,2470
2,40.0,238.0,1.0,2815
2,152.0,240.0,1.0,2372
2,166.0,240.0,1.0,2421
2,101.0,241.0,3.0,2255
2,149.0,241.0,20.0,2062
2,153.0,248.0,4.0,2067
2,48.0,249.0,7.0,1970
2,153.0,250.0,2.0,935
2,145.0,254.0,6.0,2319
2,4.0,2.0,2.0,240
2,250.0,2.0,3.0,1852
2,197.0,12.0,2.0,1856
2,199.0,13.0,13.0,1976
2,224.0,13.0,4.0,245
2,221.0,16.0,6.0,984
2,229.0,19.0,3.0,292
2,239.0,17.0,4.0,261
2,254.0,22.0,26.0,996
2,115.0,24.0,7.0,999
2,47.0,30.0,1.0,1011
2,156.0,30.0,3.0,2261
2,232.0,28.0,12.0,1690
2,238.0,32.0,11.0,374
2,139.0,32.0,3.0,419
2,230.0,32.0,9.0,1703
2,97.0,34.0,2.0,1031
2,122.0,36.0,8.0,1021
2,241.0,38.0,3.0,380
2,198.0,42.0,12.0,2181
2,82.0,47.0,1.0,2433
2,151.0,48.0,1.0,421
2,17.0,51.0,18.0,1065
2,151.0,53.0,4.0,463
2,167.0,60.0,3.0,1707
2,122.0,66.0,1.0,503
2,44.0,71.0,2.0,1496
2,103.0,74.0,17.0,1141
2,16.0,75.0,8.0,64
2,179.0,73.0,9.0,1502
2,83.0,75.0,1.0,1155
2,244.0,77.0,12.0,2191
2,47.0,76.0,1.0,2737
2,16.0,81.0,12.0,1720
2,136.0,81.0,10.0,1719
2,247.0,84.0,12.0,1163
2,90.0,82.0,1.0,1514
2,165.0,83.0,45.0,1994
2,118.0,90.0,3.0,72
2,95.0,92.0,2.0,1892
2,34.0,93.0,7.0,2271
2,54.0,92.0,1.0,597
2,106.0,96.0,4.0,83
