time,x,y,persistence,emd_match_next
1,211.0,199.0,1.0,2684
1,12.0,200.0,3.0,916
1,172.0,201.0,2.0,2686
1,205.0,203.0,1.0,2410
1,12.0,206.0,5.0,1466
1,114.0,206.0,11.0,940
1,158.0,203.0,46.0,2687
1,83.0,209.0,31.0,2709
1,85.0,209.0,1.0,935
1,161.0,214.0,46.0,1742
1,156.0,209.0,2.0,2607
1,37.0,212.0,1.0,932
1,51.0,210.0,12.0,1924
1,98.0,213.0,1.0,2689
1,141.0,214.0,9.0,2856
1,164.0,218.0,19.0,1496
1,173.0,216.0,2.0,2812
1,97.0,223.0,12.0,2279
1,109.0,220.0,1.0,2189
1,155.0,219.0,26.0,1493
1,168.0,220.0,4.0,2411
1,100.0,221.0,4.0,2412
1,176.0,225.0,46.0,2073
1,70.0,231.0,3.0,2570
1,91.0,228.0,10.0,960
1,115.0,227.0,46.0,2520
1,184.0,234.0,1.0,2894
1,98.0,235.0,25.0,2840
1,95.0,239.0,2.0,1505
1,93.0,240.0,3.0,1509
1,80.0,240.0,1.0,2198
1,95.0,243.0,1.0,977
1,1.0,241.0,2.0,966
1,147.0,243.0,7.0,2789
1,86.0,242.0,1.0,1506
1,151.0,241.0,24.0,2755
1,131.0,245.0,1.0,2479
1,155.0,251.0,7.0,1513
1,165.0,245.0,1.0,2200
1,39.0,243.0,46.0,2868
1,119.0,248.0,46.0,2355
1,139.0,249.0,2.0,1776
1,156.0,247.0,3.0,1768
1,114.0,253.0,1.0,1774
1,240.0,251.0,2.0,2091
1,48.0,9.0,4.0,248
1,247.0,8.0,1.0,988
1,71.0,10.0,1.0,1010
1,253.0,10.0,6.0,2208
1,161.0,13.0,3.0,255
1,63.0,12.0,45.0,2207
1,223.0,14.0,10.0,1956
1,254.0,23.0,1.0,1960
1,167.0,26.0,13.0,316
1,172.0,24.0,1.0,316
1,217.0,27.0,9.0,336
1,198.0,26.0,42.0,334
1,139.0,31.0,12.0,1966
1,195.0,29.0,21.0,1058
1,233.0,29.0,1.0,1964
1,184.0,32.0,11.0,1061
1,181.0,32.0,5.0,1558
1,39.0,35.0,45.0,1068
1,34.0,35.0,4.0,1071
1,239.0,36.0,17.0,404
1,1.0,39.0,3.0,2485
1,224.0,51.0,2.0,2108
1,29.0,51.0,1.0,2297
1,31.0,50.0,5.0,468
1,128.0,51.0,1.0,1117
1,10.0,51.0,1.0,42
1,153.0,52.0,5.0,1975
1,44.0,54.0,5.0,1594
1,102.0,53.0,45.0,2296
1,135.0,56.0,3.0,1126
1,183.0,61.0,1.0,1115
1,131.0,62.0,7.0,2218
1,192.0,61.0,5.0,512
1,169.0,63.0,1.0,2804
1,251.0,62.0,5.0,486
1,252.0,63.0,1.0,2112
1,215.0,68.0,1.0,1608
1,206.0,74.0,1.0,1184
1,178.0,75.0,8.0,570
1,249.0,76.0,12.0,1196
1,235.0,76.0,4.0,2223
1,175.0,81.0,10.0,594
1,13.0,79.0,9.0,1980
1,49.0,81.0,45.0,2757
1,244.0,82.0,11.0,1213
1,40.0,84.0,2.0,2540
1,196.0,83.0,3.0,619
1,77.0,84.0,5.0,1214
1,248.0,87.0,8.0,1216
1,194.0,87.0,3.0,620
1,74.0,87.0,2.0,642
1,121.0,89.0,5.0,1835
1,83.0,92.0,4.0,1253
1,35.0,94.0,1.0,2738
1,89.0,95.0,1.0,1841
1,109.0,95.0,3.0,69
1,5.0,94.0,3.0,2126
1,251.0,98.0,2.0,1258
1,12.0,99.0,19.0,1263
1,187.0,96.0,7.0,68
1,216.0,101.0,1.0,1284
1,39.0,95.0,45.0,67
1,161.0,89.0,45.0,1834
1,72.0,104.0,2.0,94
1,70.0,112.0,35.0,1855
1,33.0,106.0,45.0,2305
1,195.0,108.0,7.0,2234
1,72.0,110.0,4.0,1853
1,180.0,109.0,33.0,1999
1,66.0,114.0,8.0,1851
1,218.0,116.0,14.0,1315
1,11.0,113.0,1.0,712
1,5.0,115.0,45.0,2240
1,129.0,118.0,1.0,734
1,163.0,118.0,4.0,747
1,245.0,119.0,3.0,2015
1,138.0,120.0,4.0,2312
1,177.0,120.0,12.0,2241
1,205.0,119.0,4.0,2375
1,207.0,119.0,45.0,799
1,170.0,126.0,13.0,1870
1,205.0,128.0,5.0,1682
1,138.0,129.0,3.0,765
1,85.0,130.0,7.0,2148
1,233.0,134.0,10.0,2244
1,152.0,134.0,2.0,124
1,55.0,134.0,2.0,1339
1,187.0,136.0,2.0,788
1,58.0,145.0,1.0,2317
1,223.0,145.0,1.0,2634
1,31.0,145.0,45.0,2159
1,167.0,148.0,4.0,820
1,205.0,149.0,1.0,1695
1,130.0,148.0,5.0,2251
1,190.0,151.0,3.0,853
1,108.0,151.0,7.0,830
1,251.0,153.0,22.0,1356
1,179.0,159.0,3.0,2321
1,146.0,160.0,7.0,2037
1,159.0,164.0,4.0,147
1,205.0,165.0,35.0,2638
1,185.0,170.0,3.0,1394
1,195.0,170.0,35.0,2394
1,198.0,177.0,4.0,1901
1,141.0,177.0,37.0,151
1,206.0,175.0,5.0,869
1,136.0,176.0,2.0,1405
1,186.0,178.0,7.0,883
1,17.0,178.0,7.0,1415
1,213.0,183.0,2.0,2051
1,215.0,183.0,2.0,1905
1,102.0,188.0,45.0,2880
1,95.0,187.0,45.0,2909
1,204.0,190.0,9.0,1447
1,166.0,190.0,1.0,1440
1,234.0,189.0,3.0,1732
1,102.0,192.0,1.0,1451
1,128.0,191.0,8.0,906
1,136.0,192.0,1.0,2915
1,61.0,193.0,15.0,2262
1,243.0,194.0,8.0,2060
1,168.0,196.0,27.0,2334
1,1.0,200.0,2.0,2722
1,173.0,202.0,3.0,2725
1,113.0,204.0,1.0,2647
1,97.0,208.0,1.0,1468
1,221.0,210.0,5.0,2652
1,212.0,211.0,19.0,2343
1,127.0,215.0,4.0,1490
1,130.0,216.0,45.0,1929
1,214.0,213.0,19.0,2341
1,215.0,215.0,17.0,2413
1,71.0,218.0,1.0,1489
1,185.0,223.0,9.0,1761
1,27.0,222.0,8.0,943
1,88.0,223.0,2.0,1932
1,37.0,226.0,1.0,1498
1,200.0,227.0,2.0,2617
1,72.0,229.0,5.0,1499
1,201.0,229.0,4.0,2839
1,72.0,231.0,20.0,1499
1,138.0,231.0,5.0,2785
1,49.0,231.0,45.0,1939
1,49.0,233.0,45.0,183
1,154.0,231.0,45.0,2471
1,40.0,239.0,2.0,1943
1,42.0,237.0,2.0,2195
1,186.0,237.0,1.0,2917
1,155.0,239.0,3.0,1941
1,136.0,243.0,1.0,2477
1,169.0,243.0,3.0,2527
1,201.0,243.0,3.0,2788
1,16.0,248.0,33.0,2289
1,168.0,250.0,7.0,2905
1,211.0,251.0,29.0,2791
1,161.0,249.0,3.0,2203
1,203.0,253.0,1.0,2717
1,51.0,254.0,4.0,1778
1,156.0,1.0,1.0,205
1,66.0,5.0,7.0,1527
1,201.0,16.0,38.0,24
1,226.0,12.0,3.0,1011
1,159.0,13.0,3.0,254
1,59.0,16.0,16.0,2669
1,124.0,18.0,5.0,292
1,181.0,28.0,2.0,1083
1,78.0,29.0,2.0,354
1,141.0,30.0,2.0,387
1,171.0,30.0,1.0,2099
1,185.0,33.0,4.0,364
1,230.0,33.0,6.0,1967
1,179.0,46.0,23.0,2107
1,84.0,46.0,4.0,1580
1,107.0,43.0,44.0,1116
1,37.0,57.0,3.0,2109
1,47.0,56.0,1.0,499
1,147.0,57.0,1.0,2489
1,169.0,59.0,1.0,1599
1,85.0,61.0,44.0,2584
1,208.0,60.0,5.0,1810
1,124.0,65.0,3.0,527
1,80.0,69.0,2.0,1187
1,160.0,67.0,3.0,2537
1,182.0,72.0,27.0,2115
1,212.0,73.0,2.0,1166
1,142.0,79.0,15.0,564
1,122.0,85.0,2.0,554
1,231.0,85.0,5.0,1632
1,229.0,86.0,3.0,1831
1,230.0,87.0,33.0,2303
1,41.0,88.0,44.0,2852
1,98.0,91.0,5.0,2228
1,76.0,92.0,3.0,1224
1,38.0,99.0,4.0,661
1,131.0,98.0,8.0,1273
1,129.0,98.0,7.0,1844
1,252.0,102.0,1.0,1282
1,209.0,113.0,37.0,2002
1,6.0,116.0,14.0,2140
1,8.0,118.0,9.0,2239
1,177.0,122.0,3.0,1674
1,39.0,124.0,26.0,2010
1,20.0,125.0,10.0,740
1,222.0,124.0,15.0,1866
1,6.0,127.0,15.0,2379
1,38.0,130.0,44.0,111
1,175.0,137.0,13.0,2022
1,57.0,138.0,2.0,1348
1,54.0,142.0,35.0,136
1,63.0,141.0,44.0,2153
1,57.0,144.0,4.0,1881
1,224.0,146.0,3.0,2319
1,162.0,146.0,4.0,2249
1,10.0,150.0,11.0,832
1,134.0,149.0,19.0,1370
1,213.0,149.0,1.0,834
1,248.0,149.0,1.0,2550
1,31.0,153.0,39.0,835
1,173.0,154.0,16.0,1382
1,133.0,157.0,6.0,2036
1,193.0,163.0,11.0,1894
1,219.0,161.0,2.0,2322
1,141.0,163.0,8.0,843
1,160.0,167.0,2.0,2040
1,72.0,167.0,4.0,149
1,220.0,171.0,2.0,2760
1,119.0,174.0,1.0,2678
1,36.0,176.0,1.0,2327
1,199.0,174.0,1.0,2556
1,139.0,182.0,1.0,1721
1,99.0,183.0,2.0,886
1,146.0,183.0,1.0,2886
1,26.0,184.0,31.0,155
1,133.0,186.0,7.0,1719
1,131.0,185.0,5.0,2257
1,183.0,187.0,4.0,1414
1,60.0,192.0,3.0,2330
1,55.0,194.0,1.0,1915
1,241.0,195.0,7.0,2060
1,230.0,198.0,13.0,2454
1,193.0,198.0,2.0,2565
1,168.0,202.0,2.0,2746
1,191.0,203.0,4.0,2837
1,5.0,206.0,1.0,2066
1,119.0,213.0,26.0,1485
1,223.0,208.0,1.0,2764
1,121.0,210.0,8.0,1746
1,175.0,212.0,1.0,1477
1,74.0,215.0,2.0,1486
1,227.0,216.0,1.0,2813
1,158.0,223.0,44.0,2467
1,135.0,226.0,44.0,2857
1,89.0,226.0,4.0,1752
1,187.0,242.0,44.0,2893
1,87.0,227.0,2.0,2192
1,140.0,229.0,6.0,2748
1,84.0,233.0,1.0,2194
1,85.0,235.0,3.0,2901
1,110.0,237.0,44.0,2350
1,86.0,238.0,44.0,1506
1,104.0,240.0,4.0,2787
1,35.0,246.0,7.0,2199
1,227.0,246.0,10.0,2353
1,30.0,248.0,44.0,2083
1,167.0,248.0,6.0,2771
1,162.0,250.0,1.0,1520
1,199.0,250.0,2.0,2288
1,14.0,252.0,5.0,2665
1,243.0,251.0,1.0,2621
1,178.0,254.0,1.0,1521
1,187.0,21.0,8.0,273
1,149.0,25.0,14.0,1044
1,240.0,31.0,8.0,485
1,113.0,37.0,2.0,2215
1,91.0,50.0,2.0,406
1,207.0,62.0,3.0,2298
1,112.0,65.0,2.0,1813
1,158.0,72.0,9.0,2222
1,200.0,74.0,1.0,580
1,173.0,76.0,1.0,578
1,21.0,79.0,11.0,2224
1,234.0,84.0,6.0,1836
1,101.0,91.0,8.0,635
1,96.0,95.0,4.0,1642
1,254.0,96.0,4.0,2718
1,125.0,103.0,18.0,2435
1,68.0,103.0,2.0,1279
1,56.0,103.0,43.0,1650
1,236.0,106.0,2.0,1661
1,93.0,110.0,3.0,2500
1,43.0,112.0,2.0,2373
1,2.0,115.0,2.0,2003
1,177.0,116.0,2.0,569
1,139.0,118.0,1.0,2590
1,189.0,121.0,5.0,760
1,37.0,121.0,4.0,2374
1,174.0,125.0,2.0,1868
1,224.0,124.0,8.0,770
1,172.0,124.0,10.0,2013
1,96.0,125.0,1.0,112
1,9.0,129.0,3.0,1325
1,242.0,130.0,11.0,1335
1,184.0,143.0,4.0,1361
1,198.0,141.0,1.0,817
1,89.0,148.0,1.0,131
1,163.0,148.0,1.0,826
1,6.0,148.0,1.0,121
1,1.0,151.0,2.0,2443
1,188.0,154.0,9.0,1378
1,160.0,161.0,3.0,842
1,250.0,169.0,21.0,2041
1,218.0,169.0,2.0,2392
1,16.0,177.0,4.0,2255
1,174.0,173.0,43.0,1708
1,108.0,178.0,39.0,2328
1,24.0,179.0,7.0,2048
1,141.0,181.0,8.0,1906
1,162.0,187.0,1.0,1729
1,164.0,186.0,4.0,1413
1,16.0,188.0,3.0,2258
1,5.0,192.0,1.0,902
1,7.0,193.0,5.0,1441
1,11.0,193.0,1.0,1725
1,207.0,198.0,13.0,1463
1,170.0,199.0,1.0,2643
1,173.0,197.0,4.0,914
1,252.0,197.0,4.0,2179
1,177.0,200.0,32.0,1919
1,2.0,202.0,7.0,1916
1,5.0,203.0,43.0,2063
1,116.0,201.0,3.0,913
1,115.0,203.0,2.0,2407
1,159.0,206.0,1.0,2799
1,143.0,213.0,10.0,1491
1,200.0,212.0,1.0,2465
1,123.0,216.0,3.0,2609
1,243.0,218.0,2.0,2654
1,110.0,222.0,38.0,2923
1,106.0,222.0,1.0,2694
1,225.0,212.0,24.0,2692
1,142.0,226.0,1.0,2731
1,175.0,230.0,2.0,1764
1,98.0,230.0,3.0,1933
1,139.0,232.0,2.0,2900
1,187.0,233.0,5.0,2833
1,135.0,237.0,2.0,1942
1,108.0,237.0,4.0,2841
1,37.0,241.0,4.0,2082
1,171.0,244.0,32.0,2715
1,32.0,247.0,6.0,2285
1,26.0,248.0,34.0,1770
1,28.0,250.0,9.0,191
1,134.0,250.0,3.0,2897
1,145.0,252.0,2.0,2205
1,54.0,253.0,1.0,2845
1,197.0,1.0,12.0,1781
1,76.0,18.0,4.0,288
1,188.0,22.0,2.0,219
1,229.0,22.0,13.0,1030
1,111.0,25.0,3.0,2096
1,46.0,28.0,13.0,1962
1,3.0,28.0,3.0,2098
1,242.0,28.0,4.0,485
1,231.0,31.0,3.0,365
1,25.0,37.0,3.0,1795
1,21.0,45.0,1.0,412
1,19.0,49.0,8.0,1107
1,20.0,50.0,1.0,2533
1,114.0,59.0,33.0,2737
1,154.0,55.0,2.0,515
1,223.0,58.0,2.0,489
1,149.0,61.0,7.0,1148
1,100.0,67.0,5.0,522
1,191.0,73.0,14.0,2494
1,174.0,78.0,42.0,1207
1,19.0,80.0,10.0,1826
1,44.0,89.0,6.0,1229
1,37.0,93.0,1.0,2874
1,100.0,104.0,6.0,669
1,197.0,106.0,3.0,716
1,220.0,114.0,1.0,727
1,11.0,118.0,6.0,1668
1,238.0,129.0,10.0,1874
1,34.0,135.0,33.0,2503
1,35.0,132.0,3.0,2381
1,235.0,140.0,2.0,2156
1,215.0,139.0,2.0,2592
1,252.0,141.0,8.0,2155
1,239.0,142.0,1.0,2775
1,249.0,143.0,6.0,2386
1,136.0,149.0,5.0,831
1,249.0,155.0,5.0,2033
1,205.0,153.0,8.0,2388
1,222.0,162.0,27.0,2794
1,201.0,165.0,1.0,2853
1,213.0,167.0,10.0,2447
1,107.0,176.0,2.0,2395
1,140.0,179.0,5.0,2396
1,112.0,178.0,42.0,2395
1,94.0,182.0,1.0,880
1,204.0,188.0,1.0,2604
1,165.0,198.0,23.0,2332
1,13.0,197.0,42.0,2898
1,84.0,205.0,1.0,178
1,192.0,205.0,21.0,2836
1,243.0,207.0,7.0,2515
1,50.0,208.0,4.0,925
1,3.0,208.0,42.0,2063
1,128.0,212.0,21.0,2275
1,50.0,216.0,2.0,2838
1,94.0,219.0,9.0,1487
1,124.0,221.0,3.0,1494
1,175.0,220.0,1.0,2072
1,162.0,227.0,42.0,1503
1,58.0,234.0,12.0,962
1,221.0,242.0,42.0,2816
1,114.0,236.0,1.0,964
1,107.0,242.0,20.0,2754
1,37.0,243.0,2.0,2734
1,183.0,246.0,3.0,2619
1,112.0,248.0,42.0,2204
1,83.0,251.0,42.0,2623
1,244.0,253.0,5.0,2356
1,16.0,251.0,42.0,2577
1,56.0,22.0,41.0,318
1,163.0,25.0,1.0,1790
1,148.0,27.0,1.0,34
1,214.0,35.0,5.0,2102
1,93.0,58.0,37.0,2535
1,58.0,72.0,41.0,1181
1,48.0,74.0,1.0,1617
1,141.0,78.0,1.0,1193
1,237.0,87.0,1.0,2497
1,153.0,100.0,15.0,2306
1,218.0,98.0,9.0,2542
1,113.0,101.0,1.0,1847
1,185.0,99.0,14.0,656
1,22.0,104.0,1.0,670
1,97.0,106.0,41.0,2133
1,183.0,104.0,8.0,2436
1,180.0,111.0,3.0,1304
1,105.0,120.0,1.0,2632
1,245.0,121.0,14.0,2378
1,10.0,127.0,1.0,2502
1,236.0,137.0,1.0,2547
1,60.0,143.0,6.0,818
1,106.0,149.0,7.0,1364
1,225.0,152.0,16.0,2636
1,8.0,151.0,2.0,1384
1,223.0,156.0,14.0,2636
1,25.0,156.0,41.0,2552
1,26.0,162.0,11.0,1895
1,55.0,160.0,1.0,848
1,164.0,163.0,8.0,1386
1,191.0,163.0,4.0,1896
1,251.0,164.0,6.0,2553
1,122.0,166.0,41.0,1700
1,19.0,179.0,2.0,1717
1,112.0,180.0,41.0,888
1,163.0,185.0,9.0,1902
1,136.0,194.0,1.0,2869
1,70.0,195.0,41.0,2743
1,254.0,197.0,1.0,2452
1,8.0,194.0,19.0,1734
1,196.0,197.0,1.0,2685
1,198.0,196.0,17.0,2564
1,7.0,198.0,11.0,2261
1,155.0,199.0,1.0,2745
1,7.0,205.0,16.0,2268
1,185.0,205.0,3.0,2567
1,236.0,212.0,24.0,2517
1,252.0,203.0,22.0,2460
1,203.0,206.0,4.0,2569
1,54.0,209.0,3.0,1467
1,102.0,214.0,13.0,2726
1,238.0,208.0,23.0,2516
1,178.0,212.0,10.0,941
1,222.0,218.0,19.0,2346
1,239.0,220.0,3.0,2464
1,171.0,223.0,5.0,2802
1,43.0,226.0,1.0,1931
1,155.0,234.0,23.0,2349
1,227.0,232.0,29.0,2767
1,137.0,240.0,41.0,2420
1,233.0,245.0,3.0,2843
1,14.0,248.0,27.0,2086
1,51.0,248.0,19.0,2287
1,68.0,248.0,10.0,2481
1,79.0,248.0,41.0,2422
1,211.0,247.0,18.0,2421
1,57.0,250.0,22.0,2847
1,75.0,251.0,41.0,2482
1,148.0,254.0,9.0,1950
1,114.0,25.0,7.0,1961
1,126.0,33.0,6.0,362
1,81.0,36.0,11.0,2293
1,226.0,37.0,3.0,1793
1,200.0,41.0,7.0,422
1,95.0,57.0,15.0,500
1,112.0,62.0,3.0,2367
1,83.0,61.0,38.0,2704
1,31.0,62.0,36.0,517
1,142.0,65.0,6.0,520
1,103.0,84.0,38.0,2121
1,228.0,89.0,40.0,2774
1,8.0,96.0,5.0,1637
1,11.0,125.0,4.0,2377
1,202.0,130.0,2.0,2146
1,209.0,132.0,1.0,1873
1,230.0,133.0,3.0,2017
1,215.0,141.0,2.0,822
1,254.0,141.0,5.0,2023
1,254.0,145.0,12.0,2387
1,135.0,147.0,7.0,2157
1,23.0,161.0,3.0,2323
1,192.0,172.0,11.0,2164
1,167.0,177.0,10.0,2831
1,254.0,184.0,7.0,1911
1,147.0,185.0,40.0,2806
1,70.0,192.0,9.0,2910
1,146.0,199.0,18.0,2458
1,194.0,201.0,5.0,2854
1,222.0,202.0,4.0,1738
1,99.0,209.0,2.0,170
1,153.0,210.0,2.0,2409
1,154.0,211.0,14.0,2608
1,240.0,214.0,1.0,2610
1,240.0,217.0,1.0,2693
1,237.0,216.0,5.0,2519
1,172.0,219.0,5.0,2695
1,47.0,222.0,9.0,2653
1,157.0,221.0,29.0,952
1,126.0,235.0,1.0,1766
1,176.0,237.0,3.0,1504
1,144.0,238.0,1.0,2080
1,177.0,239.0,2.0,2883
1,238.0,242.0,40.0,2843
1,243.0,246.0,2.0,2478
1,15.0,245.0,1.0,975
1,55.0,249.0,9.0,2354
1,179.0,250.0,3.0,982
1,222.0,254.0,1.0,2286
1,193.0,11.0,5.0,240
1,238.0,21.0,7.0,1543
1,224.0,29.0,11.0,2292
1,145.0,48.0,1.0,463
1,139.0,49.0,4.0,1582
1,176.0,48.0,39.0,445
1,136.0,60.0,5.0,1598
1,80.0,62.0,4.0,2583
1,111.0,68.0,2.0,523
1,238.0,75.0,4.0,2432
1,246.0,75.0,6.0,1983
1,73.0,77.0,4.0,1153
1,105.0,83.0,10.0,2496
1,167.0,83.0,39.0,628
1,239.0,86.0,3.0,1635
1,68.0,113.0,1.0,1857
1,40.0,117.0,7.0,717
1,10.0,123.0,26.0,2001
1,11.0,120.0,15.0,2543
1,14.0,122.0,39.0,2919
1,139.0,125.0,4.0,795
1,87.0,133.0,7.0,122
1,228.0,142.0,29.0,2441
1,178.0,147.0,1.0,798
1,1.0,149.0,4.0,1363
1,206.0,155.0,4.0,2389
1,207.0,160.0,21.0,2677
1,205.0,162.0,2.0,2830
1,198.0,168.0,3.0,2597
1,201.0,172.0,1.0,2862
1,251.0,174.0,4.0,876
1,164.0,181.0,39.0,1902
1,92.0,185.0,15.0,2400
1,94.0,185.0,4.0,1425
1,23.0,187.0,3.0,2451
1,169.0,197.0,1.0,2062
1,193.0,200.0,2.0,2645
1,127.0,211.0,2.0,2870
1,253.0,212.0,1.0,2615
1,223.0,236.0,11.0,2417
1,47.0,239.0,39.0,190
1,244.0,242.0,10.0,2817
1,245.0,245.0,1.0,2664
1,213.0,248.0,3.0,2529
1,72.0,250.0,39.0,2620
1,77.0,250.0,25.0,2904
1,218.0,250.0,10.0,2529
1,217.0,253.0,13.0,2578
1,235.0,252.0,8.0,2089
1,217.0,18.0,4.0,335
1,86.0,30.0,17.0,36
1,136.0,51.0,3.0,511
1,89.0,60.0,9.0,1811
1,170.0,60.0,2.0,516
1,60.0,71.0,38.0,1612
1,253.0,74.0,20.0,2538
1,158.0,92.0,17.0,1256
1,224.0,92.0,17.0,2541
1,156.0,94.0,8.0,2706
1,25.0,95.0,1.0,2434
1,155.0,97.0,11.0,1259
1,181.0,106.0,2.0,2371
1,230.0,109.0,14.0,2135
1,228.0,110.0,6.0,1321
1,149.0,108.0,38.0,2499
1,9.0,125.0,10.0,2591
1,240.0,128.0,17.0,2147
1,230.0,139.0,21.0,2152
1,157.0,159.0,8.0,857
1,246.0,160.0,10.0,2391
1,253.0,163.0,2.0,2759
1,190.0,171.0,13.0,2163
1,179.0,176.0,2.0,2326
1,244.0,183.0,10.0,1426
1,239.0,186.0,1.0,2256
1,17.0,191.0,24.0,2559
1,242.0,191.0,1.0,2561
1,226.0,192.0,24.0,2453
1,11.0,195.0,1.0,1735
1,137.0,196.0,17.0,1736
1,228.0,197.0,8.0,2264
1,175.0,199.0,10.0,1739
1,9.0,201.0,38.0,2723
1,193.0,203.0,1.0,2763
1,250.0,207.0,30.0,2606
1,179.0,207.0,10.0,2855
1,234.0,211.0,2.0,2276
1,225.0,220.0,3.0,2612
1,236.0,219.0,18.0,2660
1,239.0,230.0,38.0,2899
1,250.0,228.0,5.0,2888
1,208.0,229.0,7.0,2832
1,231.0,233.0,1.0,2522
1,222.0,238.0,1.0,2418
1,172.0,247.0,10.0,2828
1,53.0,248.0,1.0,2088
1,189.0,249.0,3.0,981
1,126.0,252.0,38.0,2666
1,219.0,252.0,2.0,2085
1,16.0,254.0,27.0,1518
1,54.0,23.0,11.0,2291
1,154.0,35.0,3.0,1560
1,104.0,49.0,12.0,2670
1,192.0,52.0,10.0,1809
1,116.0,55.0,7.0,1593
1,76.0,63.0,3.0,2429
1,69.0,68.0,4.0,1161
1,161.0,68.0,7.0,1616
1,241.0,75.0,3.0,1822
1,185.0,101.0,4.0,672
1,34.0,104.0,37.0,687
1,31.0,108.0,10.0,2848
1,39.0,116.0,4.0,2372
1,221.0,126.0,1.0,1866
1,237.0,131.0,2.0,2245
1,33.0,137.0,4.0,1343
1,58.0,140.0,1.0,2385
1,208.0,139.0,18.0,2548
1,29.0,149.0,10.0,2250
1,31.0,151.0,2.0,1372
1,249.0,152.0,11.0,2707
1,223.0,159.0,22.0,868
1,163.0,183.0,2.0,1720
1,100.0,185.0,37.0,2918
1,179.0,191.0,16.0,2563
1,207.0,189.0,4.0,1456
1,241.0,203.0,1.0,2513
1,170.0,208.0,34.0,1473
1,130.0,211.0,3.0,1929
1,223.0,216.0,15.0,2469
1,223.0,219.0,12.0,2469
1,252.0,224.0,5.0,2765
1,159.0,225.0,28.0,2727
1,234.0,224.0,21.0,2656
1,224.0,227.0,2.0,2616
1,166.0,230.0,11.0,963
1,101.0,234.0,37.0,2081
1,201.0,238.0,21.0,2858
1,191.0,241.0,2.0,2884
1,105.0,241.0,4.0,2826
1,174.0,240.0,10.0,2524
1,139.0,245.0,28.0,2897
1,249.0,250.0,1.0,2424
1,170.0,251.0,29.0,2829
1,19.0,250.0,37.0,2531
1,49.0,26.0,15.0,2702
1,175.0,26.0,19.0,309
1,174.0,48.0,24.0,1589
1,99.0,55.0,33.0,478
1,91.0,59.0,6.0,2627
1,147.0,62.0,7.0,521
1,28.0,66.0,6.0,420
1,57.0,71.0,36.0,2493
1,244.0,125.0,18.0,767
1,56.0,141.0,18.0,2440
1,247.0,156.0,2.0,2504
1,116.0,173.0,36.0,2601
1,102.0,185.0,23.0,2641
1,104.0,184.0,19.0,2507
1,108.0,182.0,36.0,2398
1,239.0,193.0,6.0,2642
1,228.0,195.0,4.0,2333
1,68.0,198.0,36.0,2744
1,174.0,198.0,8.0,2725
1,155.0,203.0,17.0,1741
1,218.0,201.0,9.0,929
1,153.0,202.0,1.0,2724
1,248.0,211.0,23.0,2690
1,210.0,210.0,7.0,2410
1,248.0,217.0,3.0,2611
1,116.0,223.0,36.0,2658
1,47.0,225.0,9.0,2782
1,248.0,227.0,3.0,2713
1,215.0,233.0,11.0,2197
1,77.0,232.0,1.0,1758
1,205.0,231.0,36.0,2891
1,139.0,242.0,36.0,2575
1,227.0,241.0,13.0,2732
1,222.0,244.0,13.0,2663
1,222.0,96.0,1.0,674
1,96.0,105.0,1.0,72
1,145.0,112.0,17.0,714
1,178.0,114.0,19.0,2237
1,209.0,115.0,22.0,2238
1,254.0,133.0,4.0,2633
1,30.0,141.0,29.0,1686
1,30.0,150.0,2.0,2250
1,174.0,181.0,2.0,1410
1,217.0,190.0,1.0,2401
1,243.0,202.0,2.0,2646
1,117.0,203.0,22.0,2795
1,248.0,203.0,6.0,2566
1,86.0,205.0,19.0,166
1,232.0,220.0,13.0,2613
1,50.0,220.0,35.0,174
1,229.0,223.0,1.0,2657
1,248.0,221.0,28.0,2766
1,236.0,225.0,8.0,2711
1,130.0,228.0,14.0,2077
1,227.0,226.0,3.0,2750
1,157.0,239.0,6.0,1945
1,144.0,241.0,1.0,1944
1,249.0,246.0,13.0,2716
1,249.0,28.0,1.0,1047
1,5.0,30.0,9.0,2100
1,146.0,110.0,16.0,2588
1,179.0,119.0,2.0,1330
1,19.0,123.0,4.0,2544
1,207.0,125.0,19.0,2144
1,184.0,158.0,7.0,1891
1,25.0,158.0,15.0,2740
1,206.0,170.0,7.0,2599
1,239.0,168.0,12.0,2598
1,231.0,179.0,14.0,2720
1,110.0,182.0,4.0,893
1,220.0,185.0,24.0,1723
1,219.0,188.0,1.0,2453
1,181.0,191.0,11.0,910
1,18.0,193.0,34.0,2562
1,246.0,202.0,4.0,2344
1,8.0,203.0,7.0,2336
1,121.0,207.0,4.0,2762
1,252.0,207.0,2.0,2338
1,227.0,211.0,1.0,2692
1,245.0,212.0,1.0,2408
1,55.0,211.0,34.0,1475
1,162.0,215.0,3.0,1754
1,108.0,223.0,17.0,2801
1,49.0,229.0,34.0,944
1,151.0,231.0,34.0,2916
1,201.0,240.0,34.0,2920
1,249.0,243.0,34.0,2885
1,254.0,242.0,4.0,2087
1,82.0,242.0,34.0,1510
1,37.0,245.0,2.0,1771
1,174.0,248.0,34.0,2828
1,157.0,51.0,2.0,491
1,109.0,73.0,16.0,2671
1,171.0,78.0,7.0,2225
1,18.0,119.0,33.0,2819
1,241.0,134.0,7.0,1342
1,241.0,144.0,1.0,2676
1,227.0,145.0,3.0,2594
1,162.0,180.0,28.0,2449
