x,y,z
65.95161957026731,24.575884094628403,0.0
92.0,25.0,0.0
15.0,25.0,0.0
16.0,25.0,0.0
19.751336719763284,25.349114856811454,0.0
21.943392816070812,25.477324376124685,0.0
22.58675995804092,25.08391738251217,0.0
42.36537050522365,25.854460699989374,0.0
62.985410257394406,25.283909362007417,0.0
77.88484629066326,25.879546980548458,0.0
16.0,26.633613216022262,0.0
21.030431058703506,26.78134135205743,0.0
30.65600003204017,26.932503018222278,0.0
32.26904099148026,26.715273819484764,0.0
34.5475749434588,26.171314548377993,0.0
37.325212963482514,26.865747778767627,0.0
56.88475986118701,26.441331218313003,0.0
90.86522210947119,26.608687417496164,0.0
31.64910551642475,27.53213203487822,0.0
76.87887731711977,27.858226825690497,0.0
84.02989611042827,27.78413817420771,0.0
90.85959606170296,27.929111629936635,0.0
15.0,28.0,0.0
21.506084504901455,28.965790403743974,0.0
31.729211155711386,28.098180859165602,0.0
88.62995295991729,28.800364795456556,0.0
18.91563959826545,29.227229174235987,0.0
31.49148487727637,29.883520783843913,0.0
38.86798836475765,29.947004394243436,0.0
40.35326026266482,29.955838131638547,0.0
47.500400418124116,29.27352136265158,0.0
72.89586347175538,29.31897333339794,0.0
81.70324683788304,29.245903702368416,0.0
18.0,31.0,0.0
19.936735272076536,30.33298739684108,0.0
20.252648500479257,30.20537622310965,0.0
25.782809169112184,30.184505935846982,0.0
47.40524521814454,30.25695464516369,0.0
81.65159971922097,30.113261493010533,0.0
86.35682530673742,30.295558267501562,0.0
20.162379530073387,31.45684073972591,0.0
22.960315832895205,31.42272106984973,0.0
25.915704705760987,31.650830116706786,0.0
27.720851209303266,31.05963731032213,0.0
40.991740582957576,31.98130984875628,0.0
47.20337331051934,31.196612174593824,0.0
42.69947822738804,32.41232821088707,0.0
46.27513485901575,32.52799913483439,0.0
83.22858257231023,32.29422793502121,0.0
86.58776281442375,32.8370096283774,0.0
90.0,33.0,0.0
17.245950158158358,33.63417941404444,0.0
21.773448798001553,33.53890959978273,0.0
35.29090162450209,33.488825406487166,0.0
39.176809050465714,33.329973478941156,0.0
40.024028031016954,33.073008477612696,0.0
74.12675937733553,33.97978217363074,0.0
84.03078024572301,33.491516912490674,0.0
87.20973803346229,33.18474075742564,0.0
15.0,34.0,0.0
27.512011145060182,34.996639394064076,0.0
29.283671029973608,34.27745696596592,0.0
74.07071898608277,34.13842365209611,0.0
78.6589653846892,34.71161708337648,0.0
53.98094566152004,35.7180875447131,0.0
59.69031125671809,35.341553247524296,0.0
56.75750934340388,36.435569270765626,0.0
58.80714904252186,36.79955381345683,0.0
92.0,37.0,0.0
17.600961394116105,37.232496795446565,0.0
57.7092815032227,37.3233643133994,0.0
62.137467254084804,37.65016604785575,0.0
76.49105287329954,37.18949754211048,0.0
78.31072044523017,37.259839817833736,0.0
20.406627753043423,39.574579051001365,0.0
50.829707234182784,39.957942195202925,0.0
18.0,40.0,0.0
81.88651993238263,40.675209314076874,0.0
91.0,41.0,0.0
16.0,41.0,0.0
21.88784419611252,41.964320298794206,0.0
80.33682046805984,41.727362606886594,0.0
89.65907056594956,41.58217021223458,0.0
18.0,42.274789460785136,0.0
19.406608867728984,42.31448182666685,0.0
62.034245786692,42.5558845193971,0.0
18.0,43.0,0.0
21.323401777986327,43.90294598012697,0.0
27.821555004021803,43.80071132738849,0.0
29.589418347109564,43.35454661247983,0.0
34.615252180141155,43.158115865278624,0.0
80.33759441403134,43.24016143776178,0.0
88.99740464211725,43.92655718754084,0.0
26.383968253234443,44.93129802628188,0.0
55.82032808340337,44.79782880597117,0.0
61.200383423188555,44.56322843671561,0.0
68.84590336584203,44.677987069422485,0.0
19.0,46.0,0.0
25.52222447648179,45.746252477377155,0.0
89.0,45.0,0.0
28.32542471068806,46.57816666489805,0.0
37.40838036357968,46.86477195311722,0.0
52.692339398606634,46.73941633704166,0.0
65.10945856652813,46.850077894533165,0.0
76.23326355935943,46.168258794218744,0.0
35.49322243766598,47.99733503817037,0.0
87.6394907554823,47.91247286001609,0.0
25.687685551785776,48.80777987674872,0.0
57.38016214138746,48.33310979457621,0.0
25.483126191819526,49.818535185424864,0.0
36.27476816255623,49.49386351997395,0.0
69.92124938401824,49.75185654827402,0.0
87.0,50.0,0.0
21.61381682769897,50.61381682769897,0.0
31.147458117632446,50.0010503020237,0.0
35.97497442909865,50.77912976428259,0.0
37.16626895195233,50.04270574831822,0.0
49.723754103705225,50.07624406057144,0.0
50.70464172839981,50.665477206585905,0.0
77.26601119027913,50.336226437942514,0.0
84.98185688335718,50.99877242979179,0.0
24.521897592337638,51.662427201094765,0.0
29.137674833398187,51.59976766261216,0.0
43.04173704725971,51.14112682584501,0.0
80.68542746491131,51.744661600883,0.0
23.5371957081925,52.97627123901987,0.0
27.338940879389703,52.910883859079085,0.0
58.89309406870261,52.552791084099226,0.0
60.96792681154117,52.83074511589511,0.0
64.17038977595634,52.60948389957794,0.0
69.75743835337497,52.704553661564596,0.0
72.46854253147406,52.50986781807,0.0
73.32701848755184,52.474269513782964,0.0
74.54770138545472,52.49985906932376,0.0
79.92525793203782,52.4905881237615,0.0
84.0,53.0,0.0
27.03525069592537,53.54621645118445,0.0
60.87932301502931,53.90041086617055,0.0
66.450083067002,53.20275981292757,0.0
