x,y,z,type
21.165136283158205,44.09294805691262,0.0,wedge
26.383968253234443,44.93129802628188,0.0,trisector
29.549862891967134,44.839421662433004,0.0,wedge
36.91174280992781,44.16449971531013,0.0,wedge
55.82032808340337,44.79782880597117,0.0,trisector
55.791038268741666,44.80394083765414,0.0,wedge
56.076134056632895,44.772032024049366,0.0,wedge
61.200383423188555,44.56322843671561,0.0,trisector
68.84590336584203,44.677987069422485,0.0,trisector
18.0,45.0,0.0,wedge
19.0,46.0,0.0,trisector
25.878589307183532,45.40777214979934,0.0,wedge
25.52222447648179,45.746252477377155,0.0,trisector
61.49064713318758,45.20903281119513,0.0,wedge
75.335531243796,45.81561732163465,0.0,wedge
82.71013697436108,45.269357731471835,0.0,wedge
89.0,45.0,0.0,trisector
88.81257466812299,45.85774918652257,0.0,wedge
19.0,46.0,0.0,wedge
25.325044089921974,46.621939447631505,0.0,wedge
28.32542471068806,46.57816666489805,0.0,trisector
37.40838036357968,46.86477195311722,0.0,trisector
52.692339398606634,46.73941633704166,0.0,trisector
65.10945856652813,46.850077894533165,0.0,trisector
76.23326355935943,46.168258794218744,0.0,trisector
35.49322243766598,47.99733503817037,0.0,trisector
52.451729769357854,47.11329749845094,0.0,wedge
65.311657616191,47.362571867583696,0.0,wedge
87.6394907554823,47.91247286001609,0.0,trisector
25.687685551785776,48.80777987674872,0.0,trisector
29.503847110885864,48.51372593182719,0.0,wedge
35.50152780576796,48.0255942483752,0.0,wedge
46.161613231656,48.19133149541019,0.0,wedge
57.38016214138746,48.33310979457621,0.0,trisector
88.0,49.0,0.0,wedge
20.0,49.0,0.0,wedge
25.727540993341684,49.14074359910749,0.0,wedge
25.483126191819526,49.818535185424864,0.0,trisector
36.27476816255623,49.49386351997395,0.0,trisector
37.171126448758066,49.94688132005471,0.0,wedge
42.52815801710567,49.64817684894892,0.0,wedge
69.92124938401824,49.75185654827402,0.0,trisector
72.81356214729598,49.14592091710652,0.0,wedge
87.0,50.0,0.0,trisector
