x,y,z
52.5307252366417,53.1025360642038,0.0
60.914279520077116,53.80711826002443,0.0
74.50540043543049,53.14884133972478,0.0
78.62040144435052,53.88791399588388,0.0
82.0,54.0,0.0
37.98140701370815,54.04242659969126,0.0
43.266426732386364,54.44706735834067,0.0
46.64058470088331,54.58143211593684,0.0
60.98131062838035,54.04736031317972,0.0
73.69611114880138,54.98151390182826,0.0
78.0,55.0,0.0
26.33294002565133,55.45928963944142,0.0
70.27859539708888,55.928470738615445,0.0
73.0,56.0,0.0
76.68783095219239,55.911254639105564,0.0
31.827676179691572,56.11403196885888,0.0
39.32720043527536,56.62956792720507,0.0
49.24843392839799,56.963587125283475,0.0
65.82017246905139,56.58667793463584,0.0
69.99999999999999,56.99999999999999,0.0
72.0,57.0,0.0
73.47368421052632,56.89473684210526,0.0
29.0,58.0,0.0
34.46575188874969,57.71450896391505,0.0
54.414993693474784,57.76871347807504,0.0
62.81948101995055,57.794165318809064,0.0
67.567291832975,57.79842686692621,0.0
75.0,58.0,0.0
32.025625284938165,58.73645049341263,0.0
51.16485008007328,58.51747475177601,0.0
56.83266047161216,58.695323678632576,0.0
57.837441451116,58.37377522417951,0.0
64.94684913500964,58.94177175349503,0.0
30.0,60.0,0.0
42.2193880686795,59.35753667916507,0.0
63.0,60.0,0.0
37.17589865236104,60.84418969350621,0.0
48.32193782437797,60.82141498332916,0.0
53.00001907312254,61.0,0.0
58.0,61.0,0.0
43.90189540505802,61.63626530850223,0.0
44.73494874208598,61.61849809213686,0.0
52.0,62.0,0.0
56.0,62.0,0.0
36.0,63.0,0.0
43.0,63.0,0.0
45.0,63.0,0.0
