track_id,time_step,point_id,x,y,z
157,1,156,75.5,53.5,0.0
157,2,155,75.5,53.5,0.0
157,3,154,75.5,53.5,0.0
158,1,192,74.5,55.5,0.0
158,2,191,74.5,55.5,0.0
158,3,190,74.5,55.5,0.0
159,1,93,69.5,50.5,0.0
159,2,92,69.5,50.5,0.0
159,3,91,69.5,50.5,0.0
160,1,113,70.5,51.5,0.0
160,2,112,70.5,51.5,0.0
160,3,111,70.5,51.5,0.0
161,1,154,73.5,53.5,0.0
161,2,153,73.5,53.5,0.0
161,3,152,73.5,53.5,0.0
162,1,117,74.5,51.5,0.0
162,2,116,74.5,51.5,0.0
162,3,115,74.5,51.5,0.0
163,1,169,69.5,54.5,0.0
163,2,168,69.5,54.5,0.0
163,3,167,69.5,54.5,0.0
164,1,63,76.5,48.5,0.0
164,2,63,76.5,48.5,0.0
164,3,63,76.5,48.5,0.0
165,1,99,75.5,50.5,0.0
165,2,98,75.5,50.5,0.0
165,3,97,75.5,50.5,0.0
166,1,97,73.5,50.5,0.0
166,2,96,73.5,50.5,0.0
166,3,95,73.5,50.5,0.0
167,1,221,71.5,57.5,0.0
167,2,220,71.5,57.5,0.0
167,3,219,71.5,57.5,0.0
168,1,131,69.5,52.5,0.0
168,2,130,69.5,52.5,0.0
168,3,129,69.5,52.5,0.0
169,1,36,81.0,47.0,0.0
169,2,37,81.0,47.0,0.0
169,3,37,81.0,47.0,0.0
170,1,212,77.5,56.5,0.0
170,2,210,77.5,56.5,0.0
170,3,209,77.5,56.5,0.0
171,1,5,71.0,45.0,0.0
171,2,5,71.0,45.0,0.0
171,3,5,71.0,45.0,0.0
172,1,230,80.5,57.5,0.0
172,2,229,80.5,57.5,0.0
172,3,228,80.5,57.5,0.0
173,1,18,75.5,45.5,0.0
173,2,19,75.5,45.5,0.0
173,3,20,75.5,45.5,0.0
174,1,95,71.5,50.5,0.0
174,2,94,71.5,50.5,0.0
174,3,93,71.5,50.5,0.0
175,1,88,83.0,50.0,0.0
175,2,87,83.0,50.0,0.0
175,3,86,83.0,50.0,0.0
176,1,43,73.5,47.5,0.0
176,2,44,73.5,47.5,0.0
176,3,44,73.5,47.5,0.0
177,1,115,72.5,51.5,0.0
177,2,114,72.5,51.5,0.0
177,3,113,72.5,51.5,0.0
178,1,14,71.5,45.5,0.0
178,2,15,71.5,45.5,0.0
178,3,16,71.5,45.5,0.0
179,1,59,72.5,48.5,0.0
179,2,59,72.5,48.5,0.0
179,3,59,72.5,48.5,0.0
180,1,190,72.5,55.5,0.0
180,2,189,72.5,55.5,0.0
180,3,188,72.5,55.5,0.0
181,1,176,76.5,54.5,0.0
181,2,175,76.5,54.5,0.0
181,3,174,76.5,54.5,0.0
182,1,232,68.0,58.0,0.0
182,2,231,68.0,58.0,0.0
182,3,230,68.0,58.0,0.0
183,1,226,76.5,57.5,0.0
183,2,225,76.5,57.5,0.0
183,3,224,76.5,57.5,0.0
184,1,86,81.5,49.5,0.0
184,2,86,81.5,49.5,0.0
184,3,85,81.5,49.5,0.0
185,1,165,66.0,54.5,0.0
185,2,164,66.0,54.5,0.0
185,3,163,66.0,54.5,0.0
186,1,183,83.0,54.5,0.0
186,2,182,83.0,54.5,0.0
186,3,181,83.0,54.5,0.0
187,1,205,70.5,56.5,0.0
187,2,203,70.5,56.5,0.0
187,3,202,70.5,56.5,0.0
188,1,219,69.5,57.5,0.0
188,2,218,69.5,57.5,0.0
188,3,217,69.5,57.5,0.0
189,1,181,81.5,54.5,0.0
189,2,180,81.5,54.5,0.0
189,3,179,81.5,54.5,0.0
190,1,237,72.5,58.5,0.0
190,2,236,72.5,58.5,0.0
190,3,234,72.5,58.5,0.0
191,1,239,74.5,58.5,0.0
191,2,238,74.5,58.5,0.0
191,3,236,74.5,58.5,0.0
192,1,167,67.5,54.5,0.0
192,2,166,67.5,54.5,0.0
